File,Text,Initial Label,Turks Label
clip_474,for sure,3,4
clip_475,harden is a great defensive player,3,3
clip_476,Harden is a great defensive player.,3,3
clip_477,Harden is a great defensive player.,3,3
clip_478,"Oh Houston will, for sure, make the finals this year.",3,1
clip_479,Houston will for sure make the finals this year,3,1
clip_48,"Oh yea, just a slight breeze.",1,1
clip_480,Houston will for sure make the final this year,3,4
clip_481,I am so lucky to have you as a friend,3,3
clip_482,I could see how that would be a problem.,3,3
clip_483,I really appreciate all of your wonderful help,3,4
clip_484,I really appreciate all of your wonderful help.,3,4
clip_485,I saw the sheet and I'm thrilled about the changes,3,4
clip_486,If he knows what's going on and he'll have no problems with this.,3,3
clip_487,"If he knows what is going on, he'll have no problem with this.",3,3
clip_488,If he knows what is going on he'll have no problem with this,3,3
clip_489,Is that so?,3,2
clip_49,just a quick little detour,1,1
clip_490,Is that so?,3,3
clip_491,Is that so?,3,3
clip_492,It's a nice cool day.,3,2
clip_493,Like Frances has had a chance to listen to the tape yet.,3,3
clip_494,Like he's getting up before 6:30,3,3
clip_495,Like hes getting up before six thirty,3,3
clip_496,Like I would know.,3,3
clip_497,Like I would know,3,3
clip_498,Like I would know.,3,3
clip_499,Like I've seen the Star Wars movies.,3,2
clip_5,Bethany said that my plan sounds fantastic.,1,4
clip_50,Just a quick little detour.,1,1
clip_500,Like I've seen the Star Wars movies,3,1
clip_501,Like my nose could pick that up.,3,3
clip_502,Like the government  doesn't waste any money at all.,3,3
clip_503,Like the government doesn't waste any money at all.,3,3
clip_504,Is water wet,3,3
clip_505,I suppose.,3,3
clip_506,Oh boy!,3,1
clip_507,Thanks for holding the door.,3,3
clip_508,You sure know a lot,3,3
clip_509,"Since your so enthusiastic,  can you present the plan to the principal?",3,3
clip_51,Just a quick little detour.,1,1
clip_510,You know what I think? You should give it another shot.,3,3
clip_511,If Alice is so brilliant then she'll be perfect for our plan,3,3
clip_512,Bethany said that my plan sounds fanstastic.,3,99
clip_513,Like Devon is paying any attention at all.,3,3
clip_514,Like she knows what day of the week it is,3,3
clip_515,Do birds fly?,3,3
clip_516,You can make it to the NBA,3,99
clip_517,"No, don't worry. You smell great.",3,3
clip_518,No don't worry - you sound great.,3,3
clip_519,"No, don't worry, you smell great.",3,3
clip_52,Thanks for holding the door.,1,3
clip_520,No it's great you should be very proud,3,3
clip_521,"No, it's great. You should be very proud.",3,3
clip_522,"If he knows what is going on,  he'll have no problem with this.",3,4
clip_523,ugh of course,3,3
clip_524,Of Course,3,3
clip_525,Of course.,3,3
clip_526,Okay. Great.,3,3
clip_527,Really?,3,1
clip_528,Really,3,3
clip_529,Really?,3,3
clip_53,You sure know a lot.,1,1
clip_530,did i need a response,3,3
clip_531,But who's counting?,3,1
clip_532,No problem,3,3
clip_533,So true,3,3
clip_534,Nah it's all good I don't need any assistance,3,3
clip_535,"Please, don't get up.",3,3
clip_536,Did you hear that? I finally get closure!,3,4
clip_537,The band is going to have to break up now.,3,1
clip_538,Darren wants to do the full marathon not just the half,3,1
clip_539,Arthur made some great points I think I have changed my mind.,3,1
clip_54,You sure know a lot.,1,3
clip_540,like the Dean will ever find out,3,3
clip_541,Like Diane can see us from that distance,3,3
clip_542,How are you even alive?,3,1
clip_543,Bethany said that my plan sounds fantastic,3,4
clip_544,Do birds fly,3,3
clip_545,"Since you're so enthusiastic, can you show the plans to the principal?",3,3
clip_546,I suppose.,3,3
clip_547,If Alice is so brilliant then she'll be perfect for our plan.,3,3
clip_548,Is water wet?,3,3
clip_549,Like Devin is paying any attention at all.,3,3
clip_55,You sure know a lot.,1,3
clip_550,Like she know what day of the week it is,3,3
clip_551,Oh boy!,3,3
clip_552,thanks for holding the door,3,3
clip_553,You know what? I think you should give it another shot.,3,4
clip_554,You sure know a lot.,3,3
clip_555,Are you stupid,3,3
clip_556,why did you even get up,3,3
clip_557,Houston will for sure make the finals this year.,3,3
clip_558,I really appreciate all the wonderful help,3,4
clip_559,I saw the sheet and I am thrilled about the changes,3,3
clip_56,since you are so enthusiastic  can you present the plan to the principal,1,3
clip_560,"yes, she really likes my idea said it was the best one ever",3,3
clip_561,like i've seen the Star Wars movies,3,3
clip_562,Like the government doesn't waste any money at all.,3,3
clip_563,"No, don't worry, you smell great.",3,4
clip_564,Of course.,3,4
clip_565,Yeah she really likes my idea said is was the best one ever.,3,3
clip_566,Yes you should totally try out,3,3
clip_567,"Yeah, right.",3,3
clip_568,Yeah it's all good. I don't need any assistance.,3,3
clip_569,Nah its all good I don't need any assistance,3,4
clip_57,Since youre so enthusiastic can you present the plan to the principal,1,3
clip_570,But who's counting?,3,1
clip_571,But who's counting?,3,1
clip_572,No problem,3,3
clip_573,No problem.,3,4
clip_574,So true,3,3
clip_575,so true,3,4
clip_576,Please don't get up.,3,3
clip_577,"Please, don't get up",3,3
clip_578,The band is going to have to break up now,3,1
clip_579,The band is going to have to break up now.,3,4
clip_58,"Since you're so enthusiastic, can you present the plan to the principal?",1,4
clip_580,Darren wants to do the full narration not just the half,3,1
clip_581,"Daren wants to do the full marathon, not just the half",3,4
clip_582,Did you hear that? I finally get closure.,3,3
clip_583,Did you hear that I finally get closure,3,4
clip_584,"Arthur made some great points, I think I changed my mind",3,3
clip_585,Arthur made some great points I think Ive changed my mind,3,4
clip_586,like the dean will ever find out,3,3
clip_587,Like the Dean will ever find out.,3,3
clip_588,Like Diane can see us from that distance,3,3
clip_589,like diane can see us from that distance,3,3
clip_59,Arthur made some great points. I think I've changed my mind.,1,3
clip_590,How are you even alive?,3,1
clip_591,How are you even alive?,3,1
clip_592,"Yes, she really likes my idea. Said it was the best one ever.",3,4
clip_593,I saw the sheet and I'm thrilled about the changes,3,4
clip_594,Like he's getting up before six thirty.,3,3
clip_595,Steph is just way ahead of the curve on this one,3,3
clip_596,The other team is unbelievable. I'll be surprised if they don't win.,3,3
clip_597,There's no point is there,3,4
clip_598,Tyler is just going to write the whole script himself.,3,3
clip_599,Tyler's just going to write the whole script himself,3,3
clip_6,I suppose.,1,4
clip_60,Arthur made some great points I think I've changed my mind,1,3
clip_600,Tyler is just going to write the whole script himself.,3,3
clip_601,"No it's great, you should be very proud.",3,3
clip_602,we should all just walk there instead,3,4
clip_603,We should all just walk there instead,3,3
clip_604,We should all just walk there instead,3,3
clip_605,Why do you even get up?,3,4
clip_606,Why did you even get up?,3,3
clip_607,Yeah I haven't seen talked to George in weeks,3,4
clip_608,yeah right,3,3
clip_609,Yeah right,3,3
clip_61,Arthur made some great points. I think I changed my mind.,1,4
clip_610,Yeah she really likes my idea said is was the best one ever.,3,3
clip_611,"Yeah, she really likes my idea. Said it was the best one ever.",3,3
clip_612,Yes you should totally try out,3,3
clip_613,"Yes, you should totally try out",3,3
clip_614,You could make it to the NBA,3,4
clip_615,You could make it to the NBA,3,3
clip_616,You want me to hit you.,3,3
clip_617,You want me to hit you,3,3
clip_618,You want me to hit you?,3,3
clip_619,you could make it to the nba,4,4
clip_62,Bethany said that my plan sounds fantastic.,1,4
clip_620,Why don't we try something else,4,4
clip_621,I prefer the morning shifts to the ones in the afternoon,4,4
clip_622,Like you said we need to be careful.,4,4
clip_623,Harden is a great defensive player.,4,4
clip_624,We should all just walk there instead,4,4
clip_625,Tyler is going to write the whole script himself,4,4
clip_626,If he knows what is going on he will have no problem with this,4,4
clip_627,"No, it's great. you should be very proud",4,4
clip_628,Is that so?,4,4
clip_629,really,4,4
clip_63,Did you hear that? I finally get closure.,1,1
clip_630,Do you know what this means?,4,4
clip_631,Houston will for sure make the finals this year.,4,4
clip_632,Houston will for sure make the finals this year,4,4
clip_633,Houston will for sure make the finals this year.,4,4
clip_634,"yeah, she really likes my idea",4,4
clip_635,Yeah she really likes my idea.,4,4
clip_636,"Yeah,  she really likes my idea.",4,4
clip_637,I saw the sheet and I'm thrilled about the changes,4,4
clip_638,I saw the sheet and I am thrilled about the changes,4,4
clip_639,I saw the sheet and I'm thrilled about the changes,4,4
clip_64,I just waited a couple of minutes.,1,4
clip_640,Yeah right.,4,4
clip_641,I really appreciate all of your wonderful help,4,4
clip_642,Yeah right,4,4
clip_643,Yeah right,4,3
clip_644,course?,4,4
clip_645,Of course.,4,4
clip_646,Of course.,4,4
clip_647,Of course,4,4
clip_648,Is it likely that you will be here next week,4,4
clip_649,Is it likely that you will be here next week?,4,2
clip_65,"Darin wants to do the FULL marathon, not just the half.",1,3
clip_650,Is it likely that you'll be here next week?,4,4
clip_651,Am I saying that right,4,4
clip_652,I really appreciate all of your wonderful help.,4,4
clip_653,Am I saying that right?,4,4
clip_654,Am I saying that right?,4,4
clip_655,Took a quick walk around campus to clear my mind.,4,4
clip_656,Took a quick walk around campus to clear my mind,4,2
clip_657,Took a quick walk around campus to clear my mind.,4,2
clip_658,"Don't just stand there, come and help",4,4
clip_659,Don't just stand there.  Come and help.,4,4
clip_66,Darren wants to do the full marathon not just the half,1,3
clip_660,"Don't just stand there, come and help.",4,4
clip_661,I really appreciate all of you wonderful help,4,4
clip_662,no don't worry you smell great,4,4
clip_663,No don't worry you smell great,4,4
clip_664,No dont worry you sell great,4,4
clip_665,"Yes, you should totally try out.",4,3
clip_666,Yes you should totally try out.,4,4
clip_667,You should totally try out.,4,4
clip_668,"""Am I saying that right?""",4,4
clip_669,Are you planning on picking up another copy,4,4
clip_67,Did you hear that? I finally get closure.,1,3
clip_670,Are you planning on picking up another copy,4,2
clip_671,Are you planning on picking up another copy?,4,4
clip_672,Arthur made some good points I think I've changed my mind,4,4
clip_673,Arthur made some great points I think I've changed my mind,4,4
clip_674,Do you know what this means?,4,4
clip_675,if he knows whats going on he'll have no problem with this,4,4
clip_676,"No, it's great you should be very proud.",4,4
clip_677,We all should just walk there instead.,4,3
clip_678,Like you said we need to be careful,4,4
clip_679,hardon is a great defensive player,4,4
clip_68,did you hear that I finally get closure,1,4
clip_680,Really?,4,4
clip_681,Tyler's just gonna write the whole script himself.,4,2
clip_682,You could make it to the NBA.,4,4
clip_683,Why don't we try something else?,4,4
clip_684,Is that so,4,2
clip_685,Can you get me one as well,4,4
clip_686,can you get me one as well,4,4
clip_687,Can you get me one as well?,4,4
clip_688,Darren wants to do the full marathon not just the half,4,4
clip_689,"Darren wants to do the full marathon, not just the half.",4,4
clip_69,No don't worry you smell great.,1,3
clip_690,did you hear that I finally got closure,4,4
clip_691,Did you hear that I finally get closure,4,4
clip_692,"Don't just stand there, come and help.",4,3
clip_693,For sure,4,4
clip_694,for sure,4,4
clip_695,For sure.,4,4
clip_696,Houston will for sure make the finals this year.,4,4
clip_697,How did Andrew do this again?,4,1
clip_698,how did andrew do this again,4,4
clip_699,I am so lucky to have you as a friend.,4,4
clip_7,Oh boy,1,3
clip_70,"Daren wants to do the full marathon, not just the half,",1,4
clip_700,I am so lucky to have you as a friend.,4,4
clip_701,I can see how that would be a problem,4,4
clip_702,I can see how that would be a problem,4,2
clip_703,I hope you don't mind waiting. I just have to run to the bathroom.,4,4
clip_704,I hope you don't mind waiting I just have to run to the bathroom.,4,4
clip_705,I hope you don't mind waiting.  I just have to run to the bathroom.,4,4
clip_706,I really appreciate all of your wonderful help.,4,4
clip_707,i saw the sheet and I'm thrilled about the changes,4,4
clip_708,I'm so lucky to have you as a friend,4,4
clip_709,I'm not sure you understand what I'm saying.,4,4
clip_71,going outside today is like traveling in the arctic circle,1,1
clip_710,I'm not sure you understand what I'm saying.,4,4
clip_711,Is it likely that you will be here next week?,4,2
clip_712,It wasn't the most creative album but it had some pleasant songs,4,4
clip_713,It wasnt the most creative album but it had some pleasant songs,4,4
clip_714,It wasn't the most creative album but it had some pleasant songs.,4,4
clip_715,Its a nice cool day,4,2
clip_716,its a nice cool day,4,4
clip_717,It's a nice cool day.,4,4
clip_718,Why don't we try something else?,4,4
clip_719,I prefer the morning shifts to the ones in the afternoon.,4,4
clip_72,Harden is a great defensive player,1,4
clip_720,"Like you said, we need to be careful.",4,4
clip_721,You could make it to the NBA.,4,3
clip_722,Harden is a great defensive player.,4,4
clip_723,We all should just walk there instead.,4,4
clip_724,Tyler is just going to write the whole script himself.,4,3
clip_725,If he knows what is going on he'll have no problem with this,4,4
clip_726,No it's great. You should be very proud,4,4
clip_727,Is that so,4,4
clip_728,Really?,4,4
clip_729,do you know what this means,4,4
clip_73,Harden is a great defensive player,1,3
clip_730,"Nah, it's all good. I don't need any assistance.",4,4
clip_731,"Nah, it's all good. I don't need any assistance.",4,4
clip_732,"No, don't worry,  you smell great.",4,4
clip_733,No problem,4,4
clip_734,No problem,4,2
clip_735,Of course,4,4
clip_736,"Ok, Great!",4,4
clip_737,Ok great,4,4
clip_783,Bethany said my plan sounds fantastic,4,4
clip_738,Ok. Great!,4,4
clip_739,Please don't get up.,4,1
clip_74,I just waited a couple of minutes.,1,4
clip_740,Please don't get up,4,4
clip_741,Can I take a quick look at the code?,4,4
clip_742,"""All of the Lights"" is Kanye's best song.",4,4
clip_743,The traffic moved along with a decent pace so I was still on time,4,4
clip_744,thanks holding the door,4,4
clip_745,You sure know a lot,4,3
clip_746,Since you're so enthusiastic can you present the plan to the principal?,4,4
clip_747,You know what? I think you should give it another shot.,4,4
clip_748,If Alice is so brilliant she'll be perfect for a plan,4,4
clip_749,Bethany said my plan sounds fantastic,4,4
clip_75,I just waited a couple of minutes.,1,4
clip_750,I suppose.,4,1
clip_751,Oh boy.,4,4
clip_752,Did you get the assignment done in time,4,4
clip_753,I could see how that would be a problem,4,4
clip_754,I really appreciate all of your wonderful help.,4,4
clip_755,No don't worry you smell great.,4,4
clip_756,"Yes, you should totally try out.",4,4
clip_757,Houston will surely make the finals this year.,4,4
clip_758,Yeah she really likes my idea,4,4
clip_759,I saw the sheet and I'm thrilled about the changes,4,3
clip_76,I suppose.,1,3
clip_760,yeah right,4,2
clip_761,Of course.,4,4
clip_762,Is it likely that you will be here next week?,4,4
clip_763,Am I saying that right?,4,4
clip_764,Take a quick walk around campus to clear my mind.,4,4
clip_765,"don't just stand there, come and help",4,3
clip_766,thanks for holding the door,4,4
clip_767,Thanks for holding the door.,4,4
clip_768,Could I take a quick look at the code?,4,4
clip_769,Could I take a quick look at the code?,4,3
clip_77,If Alice is so brilliant then she'll be perfect for our plan.,1,4
clip_770,All of the lights is Kanye's best song.,4,4
clip_771,All of the Lights is Kanye's best song.,4,4
clip_772,"The traffic moved along at a decent pace, so I was still on time.",4,4
clip_773,"The traffic moved along at a decent pace, so i was still on time",4,4
clip_774,You sure know a lot,4,3
clip_775,You sure know a lot.,4,4
clip_776,"Since you're so enthusiastic, can you present your plan to the principal?",4,3
clip_777,"Since you're so enthusiastic, can you please present a plan to the principle.",4,4
clip_778,You know what I think you should give it another shot.,4,4
clip_779,You know what I think you should give it another shot.,4,4
clip_78,"If he knows what's going on, he'll have no problem with this.",1,4
clip_780,if Alice is so brilliant then she will be perfect for our plan,4,3
clip_781,"If Alice is so brilliant, then she will be perfect for our plan.",4,4
clip_782,Bethany said that my plan sounds fantastic,4,4
clip_784,I suppose!,4,4
clip_785,I suppose,4,4
clip_786,oh boy,4,4
clip_787,oh boy,4,3
clip_788,did you get the assignment done in time,4,4
clip_789,did you get the assignment done on time,4,4
clip_79,If he knows what's going on he'll have no problem with this,1,1
clip_790,Did you get the assignment done in time?,4,4
clip_791,So true.,4,4
clip_792,So true.,4,4
clip_793,Steph is just way ahead of the curve on this one.,4,4
clip_794,Steph is just way ahead of the curve on this one.,4,4
clip_795,steph is just way ahead of the curve on this one.,4,4
clip_796,The band is going to have to break up now.,4,2
clip_797,The band is going to have to break up now.,4,2
clip_798,The other team was unbelievable I'll be surprised if they dont win,4,4
clip_799,Th other team was unbelievable. I'll be surprised if they don't win.,4,4
clip_8,Going outside today is like traveling through the artic circle,1,1
clip_80,"After 10 years, I was finally able to finish that book.",1,2
clip_800,The other team was unbelievable. I'll be surprised if they don't win.,4,4
clip_801,The plan is to get there early and beat the lines.,4,2
clip_802,The plan is to get there early and beat the lines.,4,4
clip_803,The plan is to get that early and beat the lines.,4,4
clip_804,Took a walk around campus to clear my mind.,4,4
clip_805,Arthur made some great points. I think I've changed my mind.,4,4
clip_806,"Darren wants to do the full marathon, not just the half",4,4
clip_807,Did you hear that? I finally get closure.,4,4
clip_808,How did Andrew do this again,4,4
clip_809,I hope you don't mind waiting. I just have to run to the bathroom.,4,4
clip_81,I'd say it's a little chilly.,1,1
clip_810,I'm not sure you understand what i'm saying,4,4
clip_811,"Nah, it's all good.  I don't need any assistance.",4,4
clip_812,No problem.,4,4
clip_813,"Please, don't get up.",4,4
clip_814,So true.,4,2
clip_815,The band is going to have to break up now,4,4
clip_816,What time is it?,4,4
clip_817,Uh What time is it?,4,4
clip_818,What time is it?,4,4
clip_819,"Yeah, I haven't talked to George in weeks.",4,4
clip_82,There was just a hand full of people that came out today.,1,4
clip_820,"Yeah, I haven't talked to George in weeks.",4,4
clip_821,Yeah I haven't talked to George in weeks.,4,4
clip_822,Yeah right,4,3
clip_823,"yes, he really likes my idea",4,4
clip_824,"yes, you should totally try out",4,4
clip_83,Houston will for sure make finals this year.,1,4
clip_84,I really appreciate all of your wonderful help.,1,3
clip_85,i saw the sheet and I'm thrilled about the changes,1,3
clip_86,I swear there was like a thousand boxes.,1,1
clip_87,Of course,1,3
clip_88,Yeah right.,1,3
clip_89,Yeah she really liked my idea she said it was the best one ever,1,3
clip_9,I really appreciate all of your wonderful help.,1,3
clip_90,Yes you should totally try out.,1,3
clip_91,I can see how that would be a problem.,1,1
clip_92,That room was hotter than hell itself,1,1
clip_93,The assignment took a few seconds to finish up eh,1,1
clip_94,He was just a wee lad.,1,1
clip_95,I am so lucky to have you as a friend.,1,1
clip_96,Yeah I haven't talked to George in weeks.,1,1
clip_97,it's a nice cool day,1,4
clip_98,The other team was unbelievable I'll be surprised if they don't win,1,1
clip_99,Steph is just way ahead of the curve on this one,1,3
